,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate,Avg. Features,Stability 1,Stab. 1 Var.,Stability 2,Stab. 2 Var.,Stability 3,Stab. 3 Var.,Stability 4,Stab. 4 Var.,Stability 5,Stab. 5 Var.,Loose Stab.,Loose Stab. Var.,Loose Stab. 5,Loose Stab. 5 Var.
1,standard-normal,Perturbed,0.8476345991561175,0.004343778967317457,0.8476345991561175,0.004343778967317457,0.8476345991561175,0.004343778967317457,0.8476345991561175,0.004343778967317457,0.8476345991561175,0.004343778967317457,0.474,9.333333333333334,0.9323809523809524,0.05063538340506274,0.8626190476190476,0.07912912443889127,0.7435238095238094,0.12406382525799432,0.2928095238095238,0.08072249757045671,0.1943809523809524,0.047777259475218666,0.4823155022844033,0.018187947467152108,0.6663582766439913,0.028483052087665245
2,standard-normal,Single Blind,0.3312236286919835,0.0018790139923237491,0.29019605983571994,0.008557129786780835,0.2801320858558062,0.12501586790441074,-0.04102756885626335,0.00650412283256673,-0.05109154283617674,0.118692398139488,0,-1,0,0,0,0,0,0,0,0,0,0,2,2,2,2
3,standard-normal,Double Blind,0.3101642555756475,0.001234900807029532,0.2727196871485077,0.006749537634500675,0.26527242707760046,0.12091545945542562,-0.03744456842714018,0.005971072666777182,-0.04489182849804747,0.11878066844945977,0,-1,0,0,0,0,0,0,0,0,0,0,2,2,2,2
4,normal,Perturbed,0.8124968888888893,0.012690515034920639,0.8124968888888893,0.012690515034920639,0.8124968888888893,0.012690515034920639,0.8124968888888893,0.012690515034920639,0.8124968888888893,0.012690515034920639,0.45,9.328888888888889,0.6655238095238096,0.13728336341339267,0.31580952380952376,0.09592131982044522,0.18590476190476185,0.05843603128326166,0.09895238095238096,0.027486269609884786,0.07285714285714287,0.024627932805775347,0.4819820429246519,0.019018655682097176,0.4719916855631141,0.029587921581529855
5,normal,Single Blind,0.5822612085769986,0.037609147213184035,0.5795221790433847,0.03482442579591106,0.6199999999999997,0.08935883911693214,-0.002739029533613353,0.004364618156288109,0.03773879142300195,0.1048250355428219,0,-1,0,0,0,0,0,0,0,0,0,0,2,2,2,2
6,normal,Double Blind,0.5669841269841269,0.04080502662374478,0.5651521144500598,0.036367837078310435,0.6166183574879232,0.08592297536531947,-0.0018320125340675884,0.004194783852302357,0.04963423050379575,0.1066095705585209,0,-1,0,0,0,0,0,0,0,0,0,0,2,2,2,2
