,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate,Stability,Stability Var.,Loose Stab.,Loose Stab. Var.
1,standard-normal,Perturbed,0.9996666666666667,3.3333333333333394e-07,0.9996666666666667,3.3333333333333394e-07,0.9996666666666667,3.3333333333333394e-07,0.9996666666666667,3.3333333333333394e-07,0.9996666666666667,3.3333333333333394e-07,1.0,0.030157100341430626,-0.9999655738839244,0.36187950909313127,0.0005083358037697025
2,standard-normal,Single Blind,0.4517543859649123,0.001303285626346567,0.38523421376638584,0.0031054736355192675,0.286231884057971,0.012090422180214234,-0.06652017219852646,0.00041756133840159125,-0.16552250190694126,0.005456064785965841,0,0,0,0,0
3,standard-normal,Double Blind,0.48214285714285715,0.00223214285714286,0.41642387282480225,0.0037978536182762227,0.27536231884057966,0.010081915563957149,-0.06571898431805488,0.00020785901309263287,-0.20678053830227747,0.006102878296876402,0,0,0,0,0
4,normal,Perturbed,0.9946666666666667,7.033333333333346e-05,0.9946666666666667,7.033333333333346e-05,0.9946666666666667,7.033333333333346e-05,0.9946666666666667,7.033333333333346e-05,0.9946666666666667,7.033333333333346e-05,1.0,0.03876879678250327,-0.9995618241476439,0.38239501583154817,0.0016482464525325465
5,normal,Single Blind,0.6915204678362573,0.021436082897301735,0.6561826070644025,0.028388879733824687,0.6159420289855072,0.04044580970384372,-0.03533786077185482,0.0005500612354788265,-0.07557843885075005,0.0030686457158161967,0,0,0,0,0
6,normal,Double Blind,0.6785714285714287,0.0347576530612245,0.659225100669183,0.04755015045827075,0.6376811594202899,0.057340894770006284,-0.01934632790224559,0.0010002015945662851,-0.04089026915113877,0.004365628576572399,0,0,0,0,0
