,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate,Stability,Stability Var.,Loose Stab.,Loose Stab. Var.
1,standard-normal,Perturbed,0.7009565217391303,0.010743064734299517,0.7009565217391303,0.010743064734299517,0.7009565217391303,0.010743064734299517,0.7009565217391303,0.010743064734299517,0.7009565217391303,0.010743064734299517,0.92,0.2619175934099287,0.012578831368441512,0.6505609642882372,0.002483104107610914
2,standard-normal,Single Blind,0.8890964673913045,0.0314475959945736,0.9004270918570407,0.02858705459573961,0.9401468097120275,0.012769462797695431,0.011330624465736284,0.0001502096292249033,0.05105034232072274,0.007792447775266719,0,0,0,0,0
3,standard-normal,Double Blind,0.8929061784897023,0.03007598324568096,0.910957566955139,0.028356733414661005,0.9450800915331806,0.024248263679794452,0.01805138846543642,0.0008655629902884594,0.05217391304347833,0.0038311186050557352,0,0,0,0,0
