,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate,Avg. Features,Stability,Stability Var.,Loose Stab.,Loose Stab. Var.
1,standard-normal,Perturbed,0.8491139433327294,0.0006194663803202067,0.8491139433327294,0.0006194663803202067,0.8491139433327294,0.0006194663803202067,0.8491139433327294,0.0006194663803202067,0.8491139433327294,0.0006194663803202067,0.484,7.863636363636363,0.34393111165552065,0.04621054757626724,0.5099648650477653,0.03847524927102142
2,standard-normal,Single Blind,0.4825830071045385,0.012284285487192764,0.41517927793964166,0.018634102922990926,0.30740208408192593,0.0540041163168898,-0.06740372916489654,0.002059606119015504,-0.17518092302261226,0.02866131205842136,0,-1,1,1,2,2
3,standard-normal,Double Blind,0.4807039551357733,0.014588553644212385,0.41626704225855105,0.020326860247049865,0.2951850521020481,0.054500796665717895,-0.0644369128772224,0.0017794222172772115,-0.1855189030337252,0.027489968233000706,0,-1,1,1,2,2
4,normal,Perturbed,0.8670736924035214,0.0009984325006734964,0.8670736924035214,0.0009984325006734964,0.8670736924035214,0.0009984325006734964,0.8670736924035214,0.0009984325006734964,0.8670736924035214,0.0009984325006734964,0.848,14.85377358490566,0.26459807694432774,0.035241091606850246,0.5522561020829422,0.03293396559516035
5,normal,Single Blind,0.8158205064548159,0.015593426763316902,0.8010194277984684,0.01929790463381907,0.7964007383100894,0.02639166774384846,-0.014801078656347527,0.0003824431170872205,-0.019419768144726023,0.00728345341149318,0,-1,1,1,2,2
6,normal,Double Blind,0.8182488207547173,0.01616272405418576,0.8114055606761685,0.020318573166604653,0.8134741591468447,0.03206602580463793,-0.006843260078548242,0.0004910136203453626,-0.00477466160787532,0.01086035978291482,0,-1,1,1,2,2
