,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate,Stability,Stability Var.,Loose Stab.,Loose Stab. Var.
1,standard-normal,Perturbed,0.7122533333333336,0.005694537614269791,0.7122533333333336,0.005694537614269791,0.7122533333333336,0.005694537614269791,0.7122533333333336,0.005694537614269791,0.7122533333333336,0.005694537614269791,1.0,0.028744576195792394,0.0006841368711067316,0.32925170721117797,0.0017828035123668188
2,standard-normal,Single Blind,0.0830208333333333,0.0003934866640086304,0.219898585084081,0.06981323463267279,0.19876193259302555,0.005444826976455053,0.13687775175074757,0.06632413945747373,0.11574109925969227,0.0045577893953068225,0,1,1,2,2
3,standard-normal,Double Blind,0.0891079812206573,0.0016586311089644603,0.15080179583731748,0.01572390734148416,0.2004444444444449,0.017807308311656115,0.06169381461666008,0.009700500885114954,0.11133646322378711,0.01209648149880506,0,1,1,2,2
4,normal,Perturbed,0.6318795986622076,0.004370549213261205,0.6318795986622076,0.004370549213261205,0.6318795986622076,0.004370549213261205,0.6318795986622076,0.004370549213261205,0.6318795986622076,0.004370549213261205,0.9966666666666667,0.014794070465516097,2.354015662777096e-05,0.313022078663305,0.0005016462813642171
5,normal,Single Blind,0.1618009104422148,0.002125143683297073,0.28145899031862515,0.06035748766027932,0.2461507186432861,0.008728785521650012,0.11965807987641047,0.055183061068241356,0.08434980820107119,0.009536754563390154,0,1,1,2,2
6,normal,Double Blind,0.15766168919873785,0.003126542994345427,0.20637256055197217,0.013517407108574282,0.23277591973244194,0.020860985786576695,0.04871087135323447,0.007865546799899115,0.07511423053370392,0.01687605038137095,0,1,1,2,2
