,explain-time_average,explain-time_standard_deviation,fidelity_average,fidelity_standard_deviation,hit_average,counter-time_average,counter-time_standard_deviation,c-hit-1_average,c-hit-2_average,c-hit-3_average,c-hit-4_average,c-hit-5_average,c-hit_average,diff-c-1_average,diff-c-1_standard_deviation,diff-c-2_average,diff-c-2_standard_deviation,diff-c-3_average,diff-c-3_standard_deviation,diff-c-4_average,diff-c-4_standard_deviation,diff-c-5_average,diff-c-5_standard_deviation,dens-c-1_average,dens-c-2_average,dens-c-3_average,dens-c-4_average,dens-c-5_average,n-c-hit_average,counter-time-r_average,counter-time-r_standard_deviation,c-hit-1r_average,c-hit-2r_average,c-hit-3r_average,c-hit-4r_average,c-hit-5r_average,c-hit-r_average,diff-c-1r_average,diff-c-1r_standard_deviation,diff-c-2r_average,diff-c-2r_standard_deviation,diff-c-3r_average,diff-c-3r_standard_deviation,diff-c-4r_average,diff-c-4r_standard_deviation,diff-c-5r_average,diff-c-5r_standard_deviation,dens-c-1r_average,dens-c-2r_average,dens-c-3r_average,dens-c-4r_average,dens-c-5r_average,n-c-hit-r_average
0,18.075244307518005,15.249031584696791,0.5250790578754824,0.16789642663850307,0.9444444444444444,0.11796219208661242,0.1314857274322285,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.8235294117647058,0.5294117647058824,1.0,2.6635698228618634,1.3940146082118765,2.260663977889248,0.9882998652529003,2.649820829973054,1.8465629604031089,4.23796624769643,3.291108819998984,3.383961001288797,3.0364954235805732,5.431972389487799,3.729113433516341,4.936685264565384,9.02351793061854,1.6850018443686885,3.588235294117647,0.12759437280542707,0.14893869276855248,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.7058823529411765,0.47058823529411764,1.0,2.6616749527649506,1.3931836652243497,2.2259244109400615,0.9586441474705573,2.3450384367224935,0.8789677986122341,3.5640957334136707,2.46703585704024,2.4359214276815373,2.042860188817942,5.431972389487799,4.39524760888474,3.729113433516341,9.02351793061854,1.6850018443686885,3.4705882352941178
