,explain-time_average,explain-time_standard_deviation,fidelity_average,fidelity_standard_deviation,hit_average,counter-time_average,counter-time_standard_deviation,c-hit-1_average,c-hit-1_total_tries,c-hit-2_average,c-hit-2_total_tries,c-hit-3_average,c-hit-3_total_tries,c-hit-4_average,c-hit-4_total_tries,c-hit-5_average,c-hit-5_total_tries,c-hit_average,diff-c-1_average,diff-c-1_standard_deviation,diff-c-2_average,diff-c-2_standard_deviation,diff-c-3_average,diff-c-3_standard_deviation,diff-c-4_average,diff-c-4_standard_deviation,diff-c-5_average,diff-c-5_standard_deviation,dens-c-1_average,dens-c-2_average,dens-c-3_average,dens-c-4_average,dens-c-5_average,n-c-hit_average,counter-time-r_average,counter-time-r_standard_deviation,c-hit-1r_average,c-hit-1r_total_tries,c-hit-2r_average,c-hit-2r_total_tries,c-hit-3r_average,c-hit-3r_total_tries,c-hit-4r_average,c-hit-4r_total_tries,c-hit-5r_average,c-hit-5r_total_tries,c-hit-r_average,c-hit-r_total_tries,diff-c-1r_average,diff-c-1r_standard_deviation,diff-c-2r_average,diff-c-2r_standard_deviation,diff-c-3r_average,diff-c-3r_standard_deviation,diff-c-4r_average,diff-c-4r_standard_deviation,diff-c-5r_average,diff-c-5r_standard_deviation,dens-c-1r_average,dens-c-2r_average,dens-c-3r_average,dens-c-4r_average,dens-c-5r_average,n-c-hit-r_average,n-c-hit-r_total_tries
0,16.594472461276585,9.365527306759343,0.6068145035796494,0.15300504593732667,1.0,0.12939605447981087,0.1417141983245991,0.5,18.0,0.7222222222222222,18.0,0.8333333333333334,18.0,0.8333333333333334,18.0,0.6111111111111112,18.0,0.9444444444444444,2.502020046168319,2.243165339835848,3.795277749349363,3.319830943621312,2.540105146170593,2.6150450022582747,1.9010628741983782,1.7686028249496968,1.999457691175602,2.017287792655609,4.292709553817533,8.045915698940782,7.399897562702142,1.4198582250000589,1.6975088052077938,3.5,0.12854211860232878,0.11993262385557567,0.5,18.0,0.7777777777777778,18.0,0.8333333333333334,18.0,0.6666666666666666,18.0,0.6666666666666666,18.0,0.9444444444444444,18.0,2.179196759199569,1.469946838430488,3.4711793938098614,3.2571519115891845,1.9877680399244424,1.44353254935461,1.8902655087867097,1.8122321147466807,1.4631319251541304,1.6361383813805046,4.223017937064679,7.364841054435372,6.643753556551042,1.4372892140731774,1.1038792726231872,3.4444444444444446,18.0
