,explain-time_average,explain-time_standard_deviation,fidelity_average,fidelity_standard_deviation,hit_average,counter-time_average,counter-time_standard_deviation,c-hit-1_average,c-hit-2_average,c-hit-3_average,c-hit-4_average,c-hit-5_average,c-hit_average,diff-c-1_average,diff-c-1_standard_deviation,diff-c-2_average,diff-c-2_standard_deviation,diff-c-3_average,diff-c-3_standard_deviation,diff-c-4_average,diff-c-4_standard_deviation,diff-c-5_average,diff-c-5_standard_deviation,dens-c-1_average,dens-c-2_average,dens-c-3_average,dens-c-4_average,dens-c-5_average,n-c-hit_average,counter-time-r_average,counter-time-r_standard_deviation,c-hit-1r_average,c-hit-2r_average,c-hit-3r_average,c-hit-4r_average,c-hit-5r_average,c-hit-r_average,diff-c-1r_average,diff-c-1r_standard_deviation,diff-c-2r_average,diff-c-2r_standard_deviation,diff-c-3r_average,diff-c-3r_standard_deviation,diff-c-4r_average,diff-c-4r_standard_deviation,diff-c-5r_average,diff-c-5r_standard_deviation,dens-c-1r_average,dens-c-2r_average,dens-c-3r_average,dens-c-4r_average,dens-c-5r_average,n-c-hit-r_average
0,12.845899505615234,10.68115935367016,0.625902830706096,0.1590059600488392,0.98,0.1140151705060686,0.10975921953495127,0.7142857142857143,0.6938775510204082,0.7755102040816326,0.7551020408163265,0.6122448979591837,1.0,3.225034243798763,2.04444580428441,3.081385560924586,2.357092241476971,3.4141229983828794,2.434468908377747,4.010039004313716,2.950903588198958,3.063383181602304,3.17687415167253,9.776582288084215,4.979932788259031,10.85462458708902,10.080704676105167,8.601715132242779,3.5510204081632653,0.1248575619288853,0.11526705514952454,0.7142857142857143,0.7551020408163265,0.7755102040816326,0.673469387755102,0.5918367346938775,1.0,3.04021682936895,1.7822864825560707,2.8173693032426947,1.695722351413726,2.8417932047221486,1.855416698596308,3.510674402207456,2.637689028169692,2.3683197626328454,1.8876251982614887,9.776582288084215,7.265472827966898,8.687678467713162,10.440310627155496,6.03250071406105,3.510204081632653
