,explain-time_average,explain-time_standard_deviation,fidelity_average,fidelity_standard_deviation,hit_average,counter-time_average,counter-time_standard_deviation,c-hit-1_average,c-hit-1_total_tries,c-hit-2_average,c-hit-2_total_tries,c-hit-3_average,c-hit-3_total_tries,c-hit-4_average,c-hit-4_total_tries,c-hit-5_average,c-hit-5_total_tries,c-hit_average,diff-c-1_average,diff-c-1_standard_deviation,diff-c-2_average,diff-c-2_standard_deviation,diff-c-3_average,diff-c-3_standard_deviation,diff-c-4_average,diff-c-4_standard_deviation,diff-c-5_average,diff-c-5_standard_deviation,dens-c-1_average,dens-c-2_average,dens-c-3_average,dens-c-4_average,dens-c-5_average,n-c-hit_average,counter-time-r_average,counter-time-r_standard_deviation,c-hit-1r_average,c-hit-1r_total_tries,c-hit-2r_average,c-hit-2r_total_tries,c-hit-3r_average,c-hit-3r_total_tries,c-hit-4r_average,c-hit-4r_total_tries,c-hit-5r_average,c-hit-5r_total_tries,c-hit-r_average,c-hit-r_total_tries,diff-c-1r_average,diff-c-1r_standard_deviation,diff-c-2r_average,diff-c-2r_standard_deviation,diff-c-3r_average,diff-c-3r_standard_deviation,diff-c-4r_average,diff-c-4r_standard_deviation,diff-c-5r_average,diff-c-5r_standard_deviation,dens-c-1r_average,dens-c-2r_average,dens-c-3r_average,dens-c-4r_average,dens-c-5r_average,n-c-hit-r_average,n-c-hit-r_total_tries
0,27.206282340961955,24.55609589384289,0.9999998996879007,4.2803253486050746e-08,1.0,12.207505174305128,10.71237294377358,1.0,35.0,1.0,23.0,1.0,19.0,1.0,14.0,1.0,11.0,0.7608695652173914,8.048322750367136,3.972752152748118,8.207425869749185,4.958189241059338,7.0974298247745535,3.763508115580634,6.540380477690072,2.932438243906756,6.797694647099676,5.066629859815823,35.328786379616446,214.20780197371303,849.7701692399497,34.21076248739263,279.01032997774774,2.217391304347826,6.8911454107450405,5.523897633602924,1.0,25.0,1.0,12.0,1.0,10.0,1.0,8.0,1.0,4.0,0.5434782608695652,46.0,6.325229215786257,2.894239311775309,4.624245530966704,2.2463387774026993,4.838712768656269,2.713845534582513,3.6280282109172974,1.7427119716738921,3.413297317292007,1.6058180766750372,21.109922836207105,8.280814125399331,11.103828228843778,3.685927519172963,258.79863227784614,1.2826086956521738,46.0
