,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.942,0.004728888888888887,0.942,0.004728888888888887,0.942,0.004728888888888887
2,normal,Single Blind,0.4774,0.005888266666666667,0.5561268192738036,0.0062329157173592956,0.7174916666666666,0.01431576149691358
3,normal,Double Blind,0.48708333333333337,0.005433834876543208,0.5672655629507091,0.005224956414056085,0.7291666666666667,0.010129967206790118
4,uniform,Perturbed,1.0,0.0,1.0,0.0,1.0,0.0
5,uniform,Single Blind,0.5285,0.007366944444444443,0.5911427826733217,0.004417757524067613,0.7249083333333334,0.006264273842592594
6,uniform,Double Blind,0.5320833333333332,0.010177662037037037,0.5893792930023687,0.005857670018226238,0.7011111111111111,0.006926408179012355
7,cauchy,Perturbed,0.876,0.007626666666666666,0.876,0.007626666666666666,0.876,0.007626666666666666
8,cauchy,Single Blind,0.5111,0.012443655555555558,0.5473781490566203,0.004933610026340876,0.6026416666666666,0.012251959953703715
9,cauchy,Double Blind,0.5112500000000001,0.011817322530864198,0.5555452079604632,0.0052224864514676455,0.6312847222222222,0.015116636927726345
10,t-distribution,Perturbed,1.0,0.0,1.0,0.0,1.0,0.0
11,t-distribution,Single Blind,0.508,0.0017066666666666675,0.5727513574926071,0.0004888444076868451,0.7119083333333334,0.006466255324074073
12,t-distribution,Double Blind,0.5125,0.004166666666666667,0.5726541652380608,0.0014860096660953915,0.6904166666666667,0.0067597200788751775
