,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.9080000000000001,0.007099428571428568,0.9080000000000001,0.007099428571428568,0.9080000000000001,0.007099428571428568
2,normal,Single Blind,0.5880000000000001,0.001648979591836734,0.5926624024422016,0.0016252196189271782,0.6151333333333331,0.005467583900226757
3,normal,Double Blind,0.7213999999999998,0.011379632653061226,0.8738335078930323,0.07645005412779024,0.7898666666666665,0.012710015873015876
4,uniform,Perturbed,0.9519600000000001,0.004091671836734695,0.9519600000000001,0.004091671836734695,0.9519600000000001,0.004091671836734695
5,uniform,Single Blind,0.5802,0.001985673469387754,0.5868317393951433,0.002123111050586596,0.6131333333333334,0.005685134920634923
6,uniform,Double Blind,0.6773999999999998,0.015195142857142857,0.8977954778066498,0.05292785473645967,0.7604333333333332,0.022579230158730167
7,cauchy,Perturbed,0.8669600000000003,0.010565916734693877,0.8669600000000003,0.010565916734693877,0.8669600000000003,0.010565916734693877
8,cauchy,Single Blind,0.5893999999999998,0.0004465714285714285,0.589365446302136,0.0005581503909218483,0.6008000000000002,0.004152861678004535
9,cauchy,Double Blind,0.7275999999999996,0.002879836734693877,0.8927009416761242,0.0613467385448426,0.7763833333333335,0.014916683956916098
10,t-distribution,Perturbed,0.9494799999999998,0.004975152653061225,0.9494799999999998,0.004975152653061225,0.9494799999999998,0.004975152653061225
11,t-distribution,Single Blind,0.5774000000000001,0.0023747346938775503,0.5840380411652825,0.0023494297756516585,0.6071499999999999,0.00530000255102041
12,t-distribution,Double Blind,0.6794,0.016279224489795924,0.9005591707929514,0.0521251744628494,0.7668666666666667,0.02271418820861679
