,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.9982000000000001,3.5469387755102063e-05,0.9982000000000001,3.5469387755102063e-05,0.9982000000000001,3.5469387755102063e-05
2,normal,Single Blind,0.6655337690631807,0.0005033705566467689,0.6620230574419247,0.0005816483419697034,0.6683092885375495,0.002216531176618656
3,normal,Double Blind,0.8984000000000003,0.003801469387755102,0.9783213195284371,0.002484044722121686,0.8935833333333332,0.006321293934240365
4,uniform,Perturbed,0.9992,1.5673469387755132e-05,0.9992,1.5673469387755132e-05,0.9992,1.5673469387755132e-05
5,uniform,Single Blind,0.6546405228758172,0.0019796328117303564,0.6515051954436687,0.002229357309932584,0.6603797233201582,0.004046456661548866
6,uniform,Double Blind,0.8686000000000003,0.01108575510204081,0.9809622536648022,0.002359968508546905,0.8608333333333331,0.0184422335600907
7,cauchy,Perturbed,0.9925999999999998,0.0001298367346938777,0.9925999999999998,0.0001298367346938777,0.9925999999999998,0.0001298367346938777
8,cauchy,Single Blind,0.6470588235294117,0.0029031220331269753,0.6483523597342321,0.0030379745935837322,0.6635840711462454,0.004326639269032956
9,cauchy,Double Blind,0.8611999999999997,0.018965877551020405,0.9655793841805261,0.01165318317828522,0.8866333333333332,0.023101586167800465
10,t-distribution,Perturbed,0.9984000000000001,2.1877551020408186e-05,0.9984000000000001,2.1877551020408186e-05,0.9984000000000001,2.1877551020408186e-05
11,t-distribution,Single Blind,0.6616993464052289,0.0010779504249048926,0.658683742745951,0.0013501534356132167,0.6638233596837948,0.003603213302735487
12,t-distribution,Double Blind,0.8868,0.007348734693877545,0.9725086577371964,0.007430465730326293,0.8742166666666669,0.018798055839002268
