,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.9381280000000003,0.0070011522612244935,0.9381280000000003,0.0070011522612244935,0.9381280000000003,0.0070011522612244935
2,normal,Single Blind,0.668583877995643,0.002992364217534022,0.6702556857026458,0.0023543552745150247,0.6891850988142294,0.0016002242120304489
3,normal,Double Blind,0.9136000000000003,0.019774530612244896,0.9912352196973508,0.0003411696778377672,0.938666666666667,0.007067063492063498
4,uniform,Perturbed,0.9736480000000003,0.002802523363265304,0.9736480000000003,0.002802523363265304,0.9736480000000003,0.002802523363265304
5,uniform,Single Blind,0.6322440087145971,0.003631953870872967,0.6411919435884311,0.0029108628314591365,0.6728469169960475,0.002843587137492779
6,uniform,Double Blind,0.8333999999999999,0.02344330612244898,0.9734016842350428,0.004617498312291079,0.8835333333333333,0.01854222108843538
7,cauchy,Perturbed,0.8890399999999999,0.009311728979591835,0.8890399999999999,0.009311728979591835,0.8890399999999999,0.009311728979591835
8,cauchy,Single Blind,0.6789106753812639,0.00048044199524399476,0.6782142750257119,0.0005312863882112112,0.6892021343873519,0.001926083969384405
9,cauchy,Double Blind,0.9402000000000004,0.003042816326530609,0.9860976364677243,0.002229709184526761,0.9501000000000005,0.0055912596371882105
10,t-distribution,Perturbed,0.9727520000000002,0.0035315388734693852,0.9727520000000002,0.0035315388734693852,0.9727520000000002,0.0035315388734693852
11,t-distribution,Single Blind,0.633202614379085,0.004132712876968748,0.6417008352513782,0.0033835894478495524,0.6721985375494073,0.0030515599758149416
12,t-distribution,Double Blind,0.8344,0.02642106122448979,0.9751892889580368,0.003957029976274983,0.8900166666666667,0.015835614795918378
