,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.9803499999999999,0.0001662394736842108,0.9803499999999999,0.0001662394736842108,0.9803499999999999,0.0001662394736842108
2,normal,Single Blind,0.889224952741021,0.00043197462318357837,0.9110166806879659,0.0007739480794927173,0.9316037735849056,0.00746543066459313
3,normal,Double Blind,0.8794871794871797,0.0006297795771479991,0.9054259973721319,0.0008646337742335609,0.91875,0.013610197368421057
4,uniform,Perturbed,0.9726999999999999,0.0008045368421052641,0.9726999999999999,0.0008045368421052641,0.9726999999999999,0.0008045368421052641
5,uniform,Single Blind,0.8477315689981098,0.027902865518182406,0.8718268277734328,0.029320830780505173,0.9136792452830191,0.025915525285267277
6,uniform,Double Blind,0.8358974358974361,0.026810616284300506,0.8633865578006799,0.029631695718027314,0.89375,0.038281249999999996
7,cauchy,Perturbed,0.9702500000000001,0.0009596710526315782,0.9702500000000001,0.0009596710526315782,0.9702500000000001,0.0009596710526315782
8,cauchy,Single Blind,0.8732514177693762,0.0048856596951012965,0.8937267965432746,0.007526459199592071,0.9136792452830191,0.020257021603492527
9,cauchy,Double Blind,0.8679487179487182,0.0028565002249212796,0.8961864111361757,0.0038307943830459185,0.925,0.010526315789473684
10,t-distribution,Perturbed,0.9743499999999999,0.0006339236842105263,0.9743499999999999,0.0006339236842105263,0.9743499999999999,0.0006339236842105263
11,t-distribution,Single Blind,0.8433837429111529,0.03123475755687581,0.8685490990373553,0.03332806392481028,0.9066037735849057,0.03420303160892619
12,t-distribution,Double Blind,0.8358974358974361,0.03276237932108378,0.8639937131678513,0.03452387612495694,0.9,0.03388157894736842
