,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.8474,0.0014187111111111095,0.8474,0.0014187111111111095,0.8474,0.0014187111111111095
2,normal,Single Blind,0.624,0.0034933333333333327,0.6816809926204558,0.010241070815878123,0.7850000000000001,0.024472222222222235
3,normal,Double Blind,0.6326530612244897,0.0035170530797352956,0.6858238020605165,0.004218576706680269,0.6900000000000001,0.02100000000000002
4,uniform,Perturbed,0.893,0.0020695555555555554,0.893,0.0020695555555555554,0.893,0.0020695555555555554
5,uniform,Single Blind,0.667,0.003734444444444442,0.7668986135657703,0.0028883256447633145,0.9200000000000002,0.002888888888888887
6,uniform,Double Blind,0.6571428571428571,0.007200703410615947,0.7284281159442865,0.006998056668928669,0.8299999999999998,0.004555555555555549
7,cauchy,Perturbed,0.8108000000000001,0.0024623999999999996,0.8108000000000001,0.0024623999999999996,0.8108000000000001,0.0024623999999999996
8,cauchy,Single Blind,0.6489999999999999,0.006032222222222222,0.7168067474205074,0.002683527511853373,0.8100000000000002,0.023777777777777773
9,cauchy,Double Blind,0.6285714285714287,0.011458188717663942,0.7037643209935498,0.012137572525130156,0.77,0.011222222222222212
10,t-distribution,Perturbed,0.8814,0.0033164888888888903,0.8814,0.0033164888888888903,0.8814,0.0033164888888888903
11,t-distribution,Single Blind,0.655,0.007116666666666664,0.7359056161749319,0.011695880226783556,0.885,0.016694444444444442
12,t-distribution,Double Blind,0.653061224489796,0.008237308528853717,0.7493677631816977,0.00785099757928333,0.8699999999999999,0.009
