,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.9848000000000001,0.0003825894736842106,0.9848000000000001,0.0003825894736842106,0.9848000000000001,0.0003825894736842106
2,normal,Single Blind,0.9613888888888887,0.0013871832358674466,0.9679814418554742,0.0010756559448830564,0.9916666666666666,0.0002720922677063023
3,normal,Double Blind,0.9655462184873951,0.0021103178113350608,0.972362578419418,0.0014730721376688357,0.9979166666666666,8.68055555555559e-05
4,uniform,Perturbed,0.99305,0.00027468157894736887,0.99305,0.00027468157894736887,0.99305,0.00027468157894736887
5,uniform,Single Blind,0.9708333333333332,0.0017815951916829123,0.9747259459346116,0.0015076030659115264,0.9909722222222221,0.00028985948667966223
6,uniform,Double Blind,0.9777310924369749,0.002588837392542157,0.981307437107262,0.0019421982118009308,0.9895833333333334,0.001073647660818714
7,cauchy,Perturbed,0.9108499999999999,0.0021668710526315796,0.9108499999999999,0.0021668710526315796,0.9108499999999999,0.0021668710526315796
8,cauchy,Single Blind,0.9740277777777779,0.0007174098440545816,0.9783387111264394,0.0005220974789183373,0.9944444444444442,0.00010964912280701772
9,cauchy,Double Blind,0.9781512605042018,0.0013484031383451205,0.9824246470138227,0.0009023989040555753,1.0,0.0
10,t-distribution,Perturbed,0.9933,0.00017958947368421085,0.9933,0.00017958947368421085,0.9933,0.00017958947368421085
11,t-distribution,Single Blind,0.965972222222222,0.0015934657244964267,0.9712152536659767,0.0012924719370997083,0.9902777777777777,0.0003066114359974012
12,t-distribution,Double Blind,0.9726890756302522,0.0020729654090738477,0.9778577418765291,0.001414366344142377,0.9895833333333334,0.0007081505847953222
