,0,1,2,3,4,5,6,7
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.
1,normal,Perturbed,0.9904000000000002,7.787755102040836e-05,0.9904000000000002,7.787755102040836e-05,0.9904000000000002,7.787755102040836e-05
2,normal,Single Blind,0.5991999999999998,0.0012320000000000002,0.5969877976018861,0.001566489430426479,0.6080000000000002,0.008404081632653066
3,normal,Double Blind,0.7163999999999998,0.005819428571428572,0.9503074111111772,0.010441486967906243,0.7649999999999997,0.023494897959183674
4,uniform,Perturbed,0.9986399999999999,2.6031020408163307e-05,0.9986399999999999,2.6031020408163307e-05,0.9986399999999999,2.6031020408163307e-05
5,uniform,Single Blind,0.5485999999999999,0.005053102040816327,0.5550502343761764,0.003980241095255674,0.5750000000000001,0.00931122448979592
6,uniform,Double Blind,0.6067999999999998,0.03286710204081631,0.9121621549115301,0.04018871005286157,0.7110000000000002,0.038907142857142876
7,cauchy,Perturbed,0.99896,3.5631020408163256e-05,0.99896,3.5631020408163256e-05,0.99896,3.5631020408163256e-05
8,cauchy,Single Blind,0.5542,0.005498326530612245,0.5631811710782959,0.004429312419782748,0.5920000000000001,0.009424489795918372
9,cauchy,Double Blind,0.6257999999999998,0.029000367346938755,0.9171878279819332,0.0360334577506141,0.7160000000000002,0.035657142857142866
10,t-distribution,Perturbed,0.9971199999999999,6.174040816326529e-05,0.9971199999999999,6.174040816326529e-05,0.9971199999999999,6.174040816326529e-05
11,t-distribution,Single Blind,0.5459999999999999,0.006502040816326528,0.5569129171853274,0.00566311087716278,0.594,0.012412244897959192
12,t-distribution,Double Blind,0.6017999999999997,0.036247714285714265,0.9089492485981283,0.04329497566913931,0.7180000000000003,0.03895510204081633
