,0,1,2,3,4,5,6,7,8,9,10,11
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.
1,normal,Perturbed,0.90625,0.004295833333333333,0.90625,0.004295833333333333,0.90625,0.004295833333333333,0.90625,0.004295833333333333,0.90625,0.004295833333333333
2,normal,Single Blind,0.8053875236294896,0.017507001915648253,0.8372691900945142,0.017689870696767123,0.8919811320754718,0.020337331471186937,0.031881666465024536,0.0006884637159002233,0.08659360844598213,0.011807402335102262
3,normal,Double Blind,0.8025641025641029,0.023675382255263923,0.8344682125106031,0.023867656079353407,0.884375,0.030759214743589742,0.03190410994650057,0.000461704497484343,0.08181089743589746,0.013655504296684032
4,uniform,Perturbed,0.9890000000000001,0.002542564102564102,0.9890000000000001,0.002542564102564102,0.9890000000000001,0.002542564102564102,0.9890000000000001,0.002542564102564102,0.9890000000000001,0.002542564102564102
5,uniform,Single Blind,0.8312854442344051,0.05437020601167383,0.8541446611476411,0.05617070650538119,0.8912735849056606,0.05044676680267638,0.022859216913236426,0.00029184871047256163,0.059988140671255866,0.0032362319801229247
6,uniform,Double Blind,0.8198717948717951,0.058985738127749925,0.8465110184170925,0.06047884627367226,0.884375,0.05319511217948719,0.026639223545297585,0.00031308812541989246,0.06450320512820515,0.008125130386132605
7,cauchy,Perturbed,0.9712499999999998,0.006016346153846154,0.9712499999999998,0.006016346153846154,0.9712499999999998,0.006016346153846154,0.9712499999999998,0.006016346153846154,0.9712499999999998,0.006016346153846154
8,cauchy,Single Blind,0.7707939508506616,0.06430698421328813,0.8047911714961659,0.06490722531222116,0.8695754716981133,0.05412496234630448,0.03399722064550437,0.0005230410762822694,0.09878152084745165,0.006689724971453124
9,cauchy,Double Blind,0.7737179487179489,0.06698991891299583,0.8062511853460483,0.0684972418385007,0.878125,0.05247395833333334,0.03253323662809957,0.00024513870574204857,0.1044070512820513,0.010025185596099056
10,t-distribution,Perturbed,0.993,0.001283076923076923,0.993,0.001283076923076923,0.993,0.001283076923076923,0.993,0.001283076923076923,0.993,0.001283076923076923
11,t-distribution,Single Blind,0.8334120982986774,0.05114006360205099,0.856332454745065,0.052918566542195206,0.891981132075472,0.049520086535038484,0.022920356446388138,0.00035940091271494324,0.05856903377679497,0.004151461526892089
12,t-distribution,Double Blind,0.8237179487179489,0.053715925757345885,0.8502739466891251,0.05564362472025911,0.884375,0.05319511217948719,0.026555997971176214,0.0003065410003162104,0.06065705128205131,0.007531517884236081
