,0,1,2,3,4,5,6,7,8,9,10,11
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.
1,normal,Perturbed,0.9008500000000004,0.005422335897435898,0.9008500000000004,0.005422335897435898,0.9008500000000004,0.005422335897435898,0.9008500000000004,0.005422335897435898,0.9008500000000004,0.005422335897435898
2,normal,Single Blind,0.8605860113421551,0.002391055580187981,0.8910590064110616,0.0030795825546657504,0.9250000000000002,0.01252818322060045,0.03047299506890668,0.0005996157049388935,0.06441398865784502,0.008755680206513279
3,normal,Double Blind,0.8717948717948719,0.0026972808037896813,0.9029732067472732,0.0023882019636672657,0.94375,0.007972756410256413,0.031178334952401444,0.0003781250148637838,0.0719551282051282,0.008368919528313023
4,uniform,Perturbed,0.9907499999999999,0.001699423076923075,0.9907499999999999,0.001699423076923075,0.9907499999999999,0.001699423076923075,0.9907499999999999,0.001699423076923075,0.9907499999999999,0.001699423076923075
5,uniform,Single Blind,0.8325614366729684,0.03933073854484586,0.8583200423259472,0.039533137943457294,0.8952830188679248,0.03943277560223094,0.025758605652979227,0.0004911077307815053,0.06272158219495669,0.007410274883576062
6,uniform,Double Blind,0.8326923076923081,0.04052622262681433,0.8577504987003801,0.04316368624888615,0.890625,0.051432291666666664,0.025058191008072318,0.0003866368655281445,0.05793269230769234,0.008851183589996463
7,cauchy,Perturbed,0.9700499999999999,0.007249125641025642,0.9700499999999999,0.007249125641025642,0.9700499999999999,0.007249125641025642,0.9700499999999999,0.007249125641025642,0.9700499999999999,0.007249125641025642
8,cauchy,Single Blind,0.820226843100189,0.027232643738445247,0.8548392056777772,0.028232991870811287,0.9061320754716984,0.03097164790828015,0.034612362577588374,0.0006721405416079063,0.08590523237150913,0.006331263057215024
9,cauchy,Double Blind,0.8339743589743591,0.03031027158246092,0.863357872504019,0.03149501351425178,0.903125,0.03484575320512816,0.029383513529659882,0.00039828170525805595,0.06915064102564107,0.009062172059121024
10,t-distribution,Perturbed,0.9935500000000002,0.0009892282051282054,0.9935500000000002,0.0009892282051282054,0.9935500000000002,0.0009892282051282054,0.9935500000000002,0.0009892282051282054,0.9935500000000002,0.0009892282051282054
11,t-distribution,Single Blind,0.8123818525519851,0.06000509080293676,0.8364533028668852,0.061872211634895126,0.8775943396226417,0.055971590857226326,0.024071450314899996,0.0004255621933245653,0.06521248707065666,0.0048376007935792276
12,t-distribution,Double Blind,0.805769230769231,0.06243825755660076,0.831136624837286,0.06537171500854755,0.871875,0.06289062499999998,0.02536739406805515,0.0003602725688100824,0.06610576923076925,0.008559487421820998
