,0,1,2,3,4,5,6,7,8,9,10,11
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.
1,normal,Perturbed,0.8269499999999999,0.0018369205128205123,0.8269499999999999,0.0018369205128205123,0.8269499999999999,0.0018369205128205123,0.8269499999999999,0.0018369205128205123,0.8269499999999999,0.0018369205128205123
2,normal,Single Blind,0.8913516068052931,0.00042459779587291247,0.9169367749960481,0.000699830465254832,0.9441037735849059,0.006409742950771784,0.025585168190755216,0.00048235965442555196,0.05275216677961268,0.0062221231916372586
3,normal,Double Blind,0.896794871794872,0.0002524486252296903,0.9226431558635401,0.0003823013742958525,0.9375,0.008814102564102564,0.025848284068668216,0.00046767365343577017,0.040705128205128206,0.009806196159746445
4,uniform,Perturbed,0.98065,0.008560489743589753,0.98065,0.008560489743589753,0.98065,0.008560489743589753,0.98065,0.008560489743589753,0.98065,0.008560489743589753
5,uniform,Single Blind,0.780293005671078,0.05750288923224623,0.8118680263756042,0.05710805257422647,0.8745283018867926,0.046143805168369065,0.03157502070452676,0.0006196190750458428,0.094235296215715,0.007273769611668852
6,uniform,Double Blind,0.7929487179487181,0.05355408890911848,0.8186817402573254,0.05696738160049153,0.865625,0.06120793269230768,0.025733022308607512,0.0004437468395601374,0.07267628205128207,0.00845449365928286
7,cauchy,Perturbed,0.95695,0.005256202564102564,0.95695,0.005256202564102564,0.95695,0.005256202564102564,0.95695,0.005256202564102564,0.95695,0.005256202564102564
8,cauchy,Single Blind,0.8520793950850664,0.01653150291662876,0.8827016678777037,0.01703897738130971,0.922169811320755,0.023389791056220396,0.03062227279263764,0.0006986937763557336,0.07009041623568857,0.010517383572398457
9,cauchy,Double Blind,0.8583333333333336,0.019420000337160112,0.886426206822948,0.019808151968172358,0.915625,0.025951522435897434,0.028092873489614645,0.0005104992208544752,0.057291666666666706,0.014006466888770884
10,t-distribution,Perturbed,0.9795,0.009073384615384619,0.9795,0.009073384615384619,0.9795,0.009073384615384619,0.9795,0.009073384615384619,0.9795,0.009073384615384619
11,t-distribution,Single Blind,0.7884215500945183,0.054103321400733116,0.8195231852517726,0.05482330617377933,0.8759433962264153,0.050714050989949896,0.031101635157254687,0.0005295689670643219,0.08752184613189717,0.006353666463625106
12,t-distribution,Double Blind,0.7961538461538463,0.05448338643604914,0.8245760071609209,0.05700157514843266,0.871875,0.05728165064102564,0.028422161007074655,0.00025189199474096453,0.07572115384615387,0.005247943059980781
