,0,1,2,3,4,5,6,7,8,9,10,11
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.
1,normal,Perturbed,0.8712500000000001,0.003056089743589744,0.8712500000000001,0.003056089743589744,0.8712500000000001,0.003056089743589744,0.8712500000000001,0.003056089743589744,0.8712500000000001,0.003056089743589744
2,normal,Single Blind,0.8974480151228736,0.00014600782000841325,0.9221162536039731,0.0006017068588196795,0.9474056603773586,0.005923667971994778,0.024668238481099645,0.00040461178463536724,0.04995764525448517,0.005402745737121499
3,normal,Double Blind,0.9006410256410258,0.0002086178121681078,0.9272719006603307,0.00025443256248387124,0.95,0.006249999999999999,0.02663087501930476,0.0003760424214000631,0.049358974358974364,0.0074448111060537074
4,uniform,Perturbed,0.8346750000000001,0.001902430128205127,0.8346750000000001,0.001902430128205127,0.8346750000000001,0.001902430128205127,0.8346750000000001,0.001902430128205127,0.8346750000000001,0.001902430128205127
5,uniform,Single Blind,0.8937145557655958,0.00028816501018572873,0.9196538799636593,0.0007604585891968387,0.9464622641509436,0.006350409854770837,0.025939324198063697,0.0004108425819207335,0.052747708385347945,0.0056198432072478415
6,uniform,Double Blind,0.9000000000000001,0.0003978489185589774,0.9278002342775894,0.00026223036288641386,0.95625,0.004447115384615385,0.027800234277589146,0.00035886081965323647,0.05625000000000001,0.005929776926448525
7,cauchy,Perturbed,0.6398999999999999,0.0018479897435897442,0.6398999999999999,0.0018479897435897442,0.6398999999999999,0.0018479897435897442,0.6398999999999999,0.0018479897435897442,0.6398999999999999,0.0018479897435897442
8,cauchy,Single Blind,0.8888468809073725,0.0020603641316832007,0.9142923836901758,0.002882030273663395,0.9436320754716983,0.007870706337687468,0.0254455027828037,0.0003149000419300233,0.054785194564325755,0.004027882100155263
9,cauchy,Double Blind,0.8871794871794874,0.0024545255314486086,0.9147434488515469,0.0028614436144779633,0.946875,0.007922676282051275,0.027563961672059416,0.0003401447244325271,0.059695512820512844,0.007221383273065966
10,t-distribution,Perturbed,0.8447000000000001,0.0033125743589743593,0.8447000000000001,0.0033125743589743593,0.8447000000000001,0.0033125743589743593,0.8447000000000001,0.0033125743589743593,0.8447000000000001,0.0033125743589743593
11,t-distribution,Single Blind,0.8938563327032139,0.00030448609141509747,0.9205428868345702,0.0006687831054152533,0.9488207547169812,0.005380541939370702,0.026686554131356628,0.00042774065047076505,0.05496442201376752,0.004944751674359355
12,t-distribution,Double Blind,0.9006410256410258,0.0002760498322628496,0.9278014737553969,0.00026565435798952413,0.953125,0.005358573717948718,0.027160448114371034,0.00034842772301680013,0.05248397435897436,0.006641362537719784
