,0,1,2,3,4,5,6,7,8,9,10,11
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.
1,normal,Perturbed,0.9721749999999998,0.00030753269230769285,0.9721749999999998,0.00030753269230769285,0.9721749999999998,0.00030753269230769285,0.9721749999999998,0.00030753269230769285,0.9721749999999998,0.00030753269230769285
2,normal,Single Blind,0.8913043478260871,0.0007489601008777964,0.9114355473294132,0.0011302233319427462,0.9318396226415097,0.005899021916732845,0.02013119950332621,0.0003901354545931868,0.04053527481542248,0.0051467606462177115
3,normal,Double Blind,0.8891025641025644,0.001024545255314487,0.9163307009845619,0.001095484873335212,0.946875,0.0063201121794871735,0.027228136881997607,0.0003318072409904627,0.05777243589743589,0.0049654661133026485
4,uniform,Perturbed,0.9892749999999999,0.0003670250000000004,0.9892749999999999,0.0003670250000000004,0.9892749999999999,0.0003670250000000004,0.9892749999999999,0.0003670250000000004,0.9892749999999999,0.0003670250000000004
5,uniform,Single Blind,0.8344990548204164,0.04699187698069206,0.8593941339218262,0.04699696807217633,0.8992924528301888,0.03970930206022765,0.024895079101410277,0.00018064533144413177,0.06479339800977282,0.0027981772383566163
6,uniform,Double Blind,0.8217948717948721,0.04838078861747496,0.8515606987586338,0.049994127299878545,0.890625,0.048227163461538464,0.029765826963761975,0.00033536103863778416,0.06883012820512821,0.008056012565535498
7,cauchy,Perturbed,0.9737499999999997,0.0006503974358974361,0.9737499999999997,0.0006503974358974361,0.9737499999999997,0.0006503974358974361,0.9737499999999997,0.0006503974358974361,0.9737499999999997,0.0006503974358974361
8,cauchy,Single Blind,0.8453686200378074,0.0379360477501922,0.8707401053226841,0.03776146289483949,0.9101415094339627,0.032519043641774145,0.025371485284876816,0.00020639454763077465,0.06477288939615511,0.002966251095764365
9,cauchy,Double Blind,0.837820512820513,0.039325932669127914,0.8660714557533383,0.040601887353408965,0.90625,0.03665865384615385,0.028250942932825384,0.0002492354729163003,0.0684294871794872,0.0055950401641969676
10,t-distribution,Perturbed,0.991525,0.00029087115384615397,0.991525,0.00029087115384615397,0.991525,0.00029087115384615397,0.991525,0.00029087115384615397,0.991525,0.00029087115384615397
11,t-distribution,Single Blind,0.8451795841209833,0.046948418236399656,0.8697688446885774,0.04689641149355354,0.907547169811321,0.03976321530611313,0.024589260567594314,0.00018251605521415868,0.06236758569033779,0.0027518843832058724
12,t-distribution,Double Blind,0.830769230769231,0.04746539894468891,0.858513037737785,0.04890426894504313,0.89375,0.04611378205128202,0.027743806968554142,0.0002556702858796463,0.06298076923076926,0.006695551804649442
