,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate
1,standard-normal,Perturbed,0.9426666666666664,0.005123678160919541,0.9426666666666664,0.005123678160919541,0.9426666666666664,0.005123678160919541,0.9426666666666664,0.005123678160919541,0.9426666666666664,0.005123678160919541,1.0
2,standard-normal,Single Blind,0.5199999999999999,0.017114942528735633,0.5977393822403367,0.01730152645494746,0.6874999999999999,0.030860871647509575,0.07773938224033669,0.00360689889028551,0.1675,0.026280411877394633,0
3,standard-normal,Double Blind,0.5344827586206896,0.01998851941449014,0.5881421060495688,0.0248369849306735,0.6444444444444444,0.04355044699872286,0.0536593474288793,0.004267784164946145,0.10996168582375482,0.02984891488725184,0
4,normal,Perturbed,0.858,0.0030510344827586193,0.858,0.0030510344827586193,0.858,0.0030510344827586193,0.858,0.0030510344827586193,0.858,0.0030510344827586193,1.0
5,normal,Single Blind,0.626388888888889,0.0043586366538952755,0.6766506454530713,0.008630817187507498,0.7236111111111111,0.03011055236270752,0.05026175656418252,0.0025122904969327483,0.09722222222222224,0.02098339719029374,0
6,normal,Double Blind,0.6344827586206897,0.005379474353192012,0.6467038341947473,0.009588359340704521,0.65,0.033237547892720314,0.012221075574057607,0.003401420019049932,0.015517241379310383,0.024269023831326512,0
7,uniform,Perturbed,0.9380000000000001,0.006333793103448275,0.9380000000000001,0.006333793103448275,0.9380000000000001,0.006333793103448275,0.9380000000000001,0.006333793103448275,0.9380000000000001,0.006333793103448275,1.0
8,uniform,Single Blind,0.5327777777777777,0.017815772669220943,0.6159008514576386,0.020093307862576147,0.723611111111111,0.03741419220945083,0.08312307367986088,0.004115534485243584,0.19083333333333338,0.027267001915708817,0
9,uniform,Double Blind,0.5459770114942527,0.020753891781814207,0.6045031387359692,0.027789772717831437,0.6611111111111112,0.04881864623243934,0.05852612724171624,0.004147105779655398,0.11513409961685825,0.026039706728746868,0
10,cauchy,Perturbed,0.8316666666666669,0.0060419540229885065,0.8316666666666669,0.0060419540229885065,0.8316666666666669,0.0060419540229885065,0.8316666666666669,0.0060419540229885065,0.8316666666666669,0.0060419540229885065,1.0
11,cauchy,Single Blind,0.5683333333333332,0.009853448275862067,0.6074486819057622,0.013071343741933961,0.6416666666666665,0.030483716475095783,0.0391153485724288,0.003434151103120149,0.07333333333333335,0.025476053639846744,0
12,cauchy,Double Blind,0.5735632183908045,0.01152022086459743,0.5898312634033175,0.020606739745410385,0.6277777777777779,0.03770753512132821,0.016268045012512947,0.004665619059708584,0.0542145593869732,0.02170760801393463,0
13,t-distribution,Perturbed,0.9366666666666669,0.006760919540229883,0.9366666666666669,0.006760919540229883,0.9366666666666669,0.006760919540229883,0.9366666666666669,0.006760919540229883,0.9366666666666669,0.006760919540229883,1.0
14,t-distribution,Single Blind,0.5277777777777778,0.009800446998722862,0.6016755249523168,0.010916608418189961,0.6847222222222221,0.033486989144316734,0.073897747174539,0.0037344510103678448,0.1569444444444445,0.03304637611749679,0
15,t-distribution,Double Blind,0.5310344827586205,0.01292385911681496,0.5804325075158492,0.016928915352765087,0.6277777777777779,0.03387611749680717,0.04939802475722844,0.0045408533429295095,0.09674329501915714,0.02507980221806128,0
