,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate
1,standard-normal,Perturbed,0.98556,0.0014006187755102048,0.98556,0.0014006187755102048,0.98556,0.0014006187755102048,0.98556,0.0014006187755102048,0.98556,0.0014006187755102048,1.0
2,standard-normal,Single Blind,0.7465104166666666,0.0511429241292871,0.7736176973285471,0.05538098614869999,0.8381818181818184,0.06175257554531344,0.02710728066188059,0.0003107535226912004,0.09167140151515146,0.002720986687587564,0
3,standard-normal,Double Blind,0.7442105263157894,0.052137486573576815,0.7734726054666407,0.05713917121136183,0.8305263157894736,0.056565096952908574,0.029262079150851338,0.0006862983629084333,0.08631578947368425,0.0058657923002996245,0
4,normal,Perturbed,0.9753199999999999,0.001822548571428571,0.9753199999999999,0.001822548571428571,0.9753199999999999,0.001822548571428571,0.9753199999999999,0.001822548571428571,0.9753199999999999,0.001822548571428571,1.0
5,normal,Single Blind,0.9014062500000002,0.010297643959927728,0.9133467091396138,0.010572772397705986,0.9407792207792209,0.01275749429473257,0.011940459139613583,0.00017095153780085414,0.03937297077922076,0.003233764900123667,0
6,normal,Double Blind,0.8879999999999997,0.010690304709141273,0.9031015241928096,0.011531713179492219,0.9252631578947365,0.018665837526146187,0.015101524192809891,0.0002795364328419311,0.03726315789473686,0.0062556843235909345,0
7,uniform,Perturbed,0.9865799999999999,0.0010706975510204083,0.9865799999999999,0.0010706975510204083,0.9865799999999999,0.0010706975510204083,0.9865799999999999,0.0010706975510204083,0.9865799999999999,0.0010706975510204083,1.0
8,uniform,Single Blind,0.7467708333333333,0.047261849401218865,0.7743936217936538,0.05177401635490757,0.8431168831168834,0.055643757249906195,0.0276227884603205,0.0003122614587562657,0.09634604978354976,0.0025101984878597183,0
9,uniform,Double Blind,0.7431578947368419,0.04921024365424843,0.7730155614934213,0.05407144583327957,0.8315789473684209,0.05212278817344111,0.029857666756579436,0.0006836561561229517,0.08842105263157896,0.00599694725535644,0
10,cauchy,Perturbed,0.9666326530612247,0.0015868622448979583,0.9666326530612247,0.0015868622448979583,0.9666326530612247,0.0015868622448979583,0.9666326530612247,0.0015868622448979583,0.9666326530612247,0.0015868622448979583,0.98
11,cauchy,Single Blind,0.9809736394557828,2.718440349229973e-05,0.9859128181016005,4.419801863801329e-05,0.994699178372648,0.0001259231977493309,0.004939178645818154,6.052348136242133e-06,0.013725538916865416,6.027420164802667e-05,0
12,cauchy,Double Blind,0.9675617615467237,5.926470311116151e-05,0.9776609756451596,0.0001518884716095735,0.9892588614393124,0.0011518457798631915,0.01009921409843592,5.530551760785692e-05,0.0216970998925886,0.0007913580944843321,0
13,t-distribution,Perturbed,0.9882199999999999,0.0007708689795918362,0.9882199999999999,0.0007708689795918362,0.9882199999999999,0.0007708689795918362,0.9882199999999999,0.0007708689795918362,0.9882199999999999,0.0007708689795918362,1.0
14,t-distribution,Single Blind,0.8318750000000003,0.03837939342403629,0.8507646942241963,0.038884013522667626,0.8971428571428574,0.036863703484429695,0.018889694224196438,0.00029386485656769315,0.06526785714285711,0.002983179954671473,0
15,t-distribution,Double Blind,0.8248421052631578,0.03919615580304145,0.8466735895223829,0.04034761676316178,0.8873684210526314,0.03934761716320879,0.02183148425922511,0.0004988742714181076,0.06252631578947371,0.005447046186895811,0
