,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Method,Evaluation,Fidelity (Original),Fid. Var.,Euclidean Fidelity,Euc. Var.,Nearest Neighbor Fidelity,NN. Var.,Euc. - Fidelity,Euc. Diff. Var.,NN. - Fidelity,NN. Diff. Var.,Hit Rate
1,standard-normal,Perturbed,0.9967346938775511,0.00021961564625850343,0.9967346938775511,0.00021961564625850343,0.9967346938775511,0.00021961564625850343,0.9967346938775511,0.00021961564625850343,0.9967346938775511,0.00021961564625850343,0.98
2,standard-normal,Single Blind,0.7465986394557822,0.05500290597467289,0.77516908651268,0.05946214950571704,0.8438908030744768,0.06573965393207373,0.028570447056897666,0.00029379604882941754,0.09729216361869418,0.0017785139258001197,0
3,standard-normal,Double Blind,0.7437164339419978,0.05932387359375877,0.7741299426616096,0.06447035546333761,0.8410311493018259,0.05811285733129817,0.030413508719612042,0.0006411193535780274,0.09731471535982818,0.002786383251361487,0
4,normal,Perturbed,0.9971063829787233,9.474930619796504e-05,0.9971063829787233,9.474930619796504e-05,0.9971063829787233,9.474930619796504e-05,0.9971063829787233,9.474930619796504e-05,0.9971063829787233,9.474930619796504e-05,0.94
5,normal,Single Blind,0.7502216312056735,0.052975222022673844,0.7800460721642374,0.05714529419356137,0.8538270240397903,0.05915997334477101,0.029824440958563563,0.00026910870720930365,0.1036053928341162,0.0012088395000621117,0
6,normal,Double Blind,0.7498320268756996,0.05487275811613845,0.7816223521029922,0.05953557295966864,0.8488241881298991,0.051140192855184355,0.031790325227292686,0.0006226396612948002,0.09899216125419937,0.0026142819437219565,0
7,uniform,Perturbed,0.9893061224489795,0.003494091836734692,0.9893061224489795,0.003494091836734692,0.9893061224489795,0.003494091836734692,0.9893061224489795,0.003494091836734692,0.9893061224489795,0.003494091836734692,0.98
8,uniform,Single Blind,0.7307610544217685,0.0637927066171521,0.7590732452887,0.06930672074444082,0.8258680095414792,0.07872265114512665,0.0283121908669312,0.00030764156845830803,0.0951069551197102,0.002240898749777592,0
9,uniform,Double Blind,0.7295381310418904,0.0663259652891627,0.7600992393739735,0.07220108711855043,0.8249194414607947,0.06906599204778863,0.030561108332083347,0.0006337645057209129,0.09538131041890442,0.003145928731603445,0
10,cauchy,Perturbed,0.9682777777777779,0.00038014920634920615,0.9682777777777779,0.00038014920634920615,0.9682777777777779,0.00038014920634920615,0.9682777777777779,0.00038014920634920615,0.9682777777777779,0.00038014920634920615,0.72
11,cauchy,Single Blind,0.7720630787037035,0.05091125918864363,0.8002429306160599,0.05367163472763336,0.8690476190476193,0.05451533624075367,0.028179851912356106,0.00029511525864971697,0.0969845403439153,0.0018988112096488025,0
12,cauchy,Double Blind,0.7707602339181283,0.052103592314118624,0.8038891913185716,0.05611850381500225,0.8640350877192982,0.045805302730510485,0.033128957400443006,0.0006923946232921318,0.09327485380116964,0.0030084861275997015,0
13,t-distribution,Perturbed,0.9903673469387756,0.002819778911564629,0.9903673469387756,0.002819778911564629,0.9903673469387756,0.002819778911564629,0.9903673469387756,0.002819778911564629,0.9903673469387756,0.002819778911564629,0.98
14,t-distribution,Single Blind,0.7297512755102039,0.06491972331467313,0.7580460699117738,0.07050163214347267,0.8245428041346411,0.08016474425830376,0.028294794401569644,0.000308462610261721,0.09479152862443674,0.0022320986762839738,0
15,t-distribution,Double Blind,0.7286788399570354,0.0673096274520889,0.7592630058285005,0.07318933675184314,0.8238453276047258,0.07023903744323216,0.030584165871465393,0.0006329102285101045,0.09516648764769069,0.003134622269960617,0
